name	Sigle	latitude	longitude	code
86687 Kaisheim	sbs038kai	48.7697149	10.7430893	466
86688 Marxheim	sbs040mxh	48.7634416	10.8658971	467
86690 Mertingen	sbs050mrt	48.6530311	10.7223383	468
86692 M�nster	sbs065mus	48.6206507	10.870129	469
86698 Eggelstetten	sbs051egs	48.6759445	10.8475128	470
86701 Ergertshausen	sbs055erg	48.6955378	11.1399433	471
86704 Tagmersheim	sbs032tag	48.8231952	10.9236045	472
86706 Weichering	sob035wei	48.7123828	11.2920501	473
86720 N�rdlingen	sbs017nor	48.8586642	10.4403107	474
86720 Pf�fflingen	sbs018pfa	48.89249	10.5479675	475
86732 Oettingen	sbs010oet	48.9519579	10.5097393	476
86733 Rudelstetten	sbs019rut	48.8556892	10.6398195	477
86735 Forheim	sbs035fhm	48.7408375	10.4016503	478
86736 Dornstadt	sbs002dos	49.39208	10.5791715	479
86739 H�rnheim/Ederheim	sbs025hur	48.7969356	10.4846665	480
86741 Belzheim	sbs009bez	48.9622219	10.5253862	481
86742 Schopflohe	sbs001slo	48.979956	10.476906	482
86748 Marktoffingen	sbs008mof	48.9289376	10.4297429	483
86750 Megesheim	sbs011meg	48.9397131	10.6300185	484
86751 M�nchsdeggingen	sbs036mog	48.7652137	10.56521	485
86753 Kleinsorheim	sbs026ksh	48.7900099	10.6030092	486
86757 Wallerstein	sbs016was	48.8912096	10.4332105	487
86825 Bad W�rishofen	sbs210wor	48.6946	10.533086	488
86830 Graben	sbs169gra	48.1923505	10.8020247	489
86830 Schwabegg	sbs167swg	48.1837328	10.6791899	490
86830 Schwabm�nchen	sbs168smu	48.1874616	10.709886	491
86833 Ettringen	sbs82etr	48.1285704	10.5826222	492
86836 Obermeitingen	sbs184omt	48.1697262	10.7586797	493
86842 T�rkheim	sbs197tur	48.57436	10.5611778	494
86845 Gro�aitingen	sbs153gai	48.2291211	10.6650707	495
86853 Schwabm�hlhausen	sbs183smh	48.1054212	10.7690728	496
86859 Holzhausen	sbs198hol	48.452535	10.7693302	497
86860 Weicht	sbs211wch	47.9986747	10.6681094	498
86863 Langenneufnach	sbs151lnf	48.2587438	10.567951	499
86865 Markt Wald	sbs181mwa	48.1439575	10.5598814	500
86866 Mickhausen	sbs152mik	48.2230365	10.5967754	501
86868 Mittelneufnach	sbs166swg	48.1833483	10.5501452	502
86869 Lengenfeld (Krs	sbs227lfd	47.9466728	10.7750754	503
86871 Rammingen	sbs196ram	48.673105	10.5432139	504
86875 Waal	sbs212waa	47.9876861	10.7156278	505
86899 Ellighofen	sbs213elo	48.8583	10.8289752	506
86899 Landsberg am Lech	sbs199lbg	48.3373	10.7955408	507
86911 Dettenhofen	sbs216deh	47.9679711	11.215791	508
86911 Diessen am Ammersee	sbs231dis	47.9509196	10.9786064	509
86916 Kaufering	sbs185kfg	48.101471	10.831067	510
86920 Denklingen	sbs229dkl	47.8891274	10.7699567	511
86923 Entraching	sbs215ent	48.113829	11.214881	512
86925 Asch	sbs228asc	47.9471667	10.8276264	513
86931 Prittriching	sbs171pri	48.1992787	10.8555803	514
86932 Lengenfeld	sbs214lfl	48.4384	10.9194761	515
86934 Ludenhausen	sbs230lud	47.9343769	10.9531804	516
86938 Oberschondorf	sbs202oso	48.520556	11.502244	517
86940 Schwifting	sbs200swi	48.431745	10.9047679	518
86947 Beuerbach	sbs186beb	48.1457098	10.9121862	519
86947 Schwabhausen/Geretshausen	sbs187swh	48.1075226	10.9728584	520
86949 Sch�ffelding	sbs201sod	48.666902	10.9879591	521
86971 Birkland	sbs244brk	47.8573494	10.948237	522
86971 Peiting	sbs256ptg	47.8091354	10.7865942	523
86972 Altenstadt	sbs255ast	47.8223245	10.7871762	524
86975 Bernbeuren	sbs268bbe	47.7256647	10.7022832	525
86978 Hohenfurch	sbs243hfh	47.8546528	10.862257	526
86980 Ingenried	sbs254inr	47.8078708	10.754608	527
86983 Lechbruck	ssa008lek	47.6926712	10.7150752	528
86989 Steingaden	sbs269stg	47.7131842	10.7912772	529
87435 Kempten	sbs262kem	47.7118785	10.2815139	530
87448 Niedersonthofen	tir006nie	47.6301388	10.2257364	531
87452 Altusried	sbs247alr	47.793855	10.1077438	532
87452 Muthmannshofen	sbs246mut	47.7939479	10.938211	533
87459 Pfronten	tir008pfr	47.5733815	10.4583792	534
87463 Dietmannsried	sbs248dim	47.8262014	10.1994977	535
87471 Bodelsberg	ssa001bod	47.6842208	10.4084463	536
87471 Durach	ssa003dur	47.6965474	10.3491403	537
87474 Buchenberg	ssa002buc	47.7106312	10.1292751	538
87474 Kreuzthal	sbs260kzt	47.7141604	10.1171368	539
87480 Weitnau	tir016wei	47.6577598	10.786408	541
87480 Wengen	ssa015wng	47.6766119	10.1428342	542
87484 Nesselwang	tir005nes	47.6194614	10.4306348	543
87487 Wiggensbach	sbs261wig	47.7436964	10.1683101	544
87488 Betzigau	sbs263btz	47.7291457	10.3434022	545
87496 Untrasried	sbs249utr	47.8460134	10.2941614	546
87499 Wildpoldsried	sbs264wpr	47.7776078	10.3862375	548
87527 Sonthofen	tir012sof	47.5055841	10.2145602	549
87534 Thalkirchdorf	tir015tha	47.5527668	10.842868	550
87541 Bad Hindelang	tir002hin	47.4952129	10.3415755	551
87544 Gunzesried	ssa006guz	47.5222191	10.226925	552
87547 Missen	tir004mis	47.5969622	10.1231719	553
87549 Rettenberg	tir009reb	47.5874459	10.2475047	554
87561 Oberstdorf	tir007obf	47.4024329	10.2613734	555
87600 Kaufbeuren	sbs240kfb	47.8815209	10.5362078	556
87600 Oberbeuren	sbs239obe	47.8708679	10.5920173	557
87616 Bertoldshofen	sbs253bho	47.7849125	10.6566142	558
87616 Leuterschach	sbs266leu	47.7467996	10.5690894	559
87616 Marktoberdorf	sbs252mod	47.7500757	10.5511824	560
87629 F�ssen	tir001fue	47.5857209	10.5848641	561
87634 Ebersbach	sbs238ebh	47.8535189	10.4689213	562
87637 Seeg	tir011seg	47.6444458	10.5390073	564
87642 Trauchgau	ssa013tra	47.6421851	10.8226322	565
87647 Kraftisried	sbs250kra	47.7641543	10.392941	566
87647 Oberthingau	sbs265oth	47.7627933	10.4212355	567
87653 Eggenthal	sbs224egt	47.9150636	10.4529185	568
87657 G�risried	ssa005goe	47.6938025	10.4562884	569
87662 Osterzell/Frankenhofen	sbs242oze	47.8639741	10.7082217	570
87663 Lengenwang	ssa009len	47.6939089	10.5662185	571
87665 Frankenried		47.8700877	10.6623774	572
87666 Pforzen/Ingenried	sbs225pfz	47.946921	10.5911287	573
87671 Ronsberg	sbs236ron	47.9008272	10.3698279	574
87672 Ro�haupten	tir010ros	47.660292	10.6771815	575
87674 Ruderatshofen	sbs251rud	47.8222165	10.5087387	576
87675 St�tten am Auerberg	sbs267sto	47.7422341	10.6513147	577
87679 Westendorf	sbs226wsd	47.9236546	10.6740519	578
87700 Memmingen	sbs205mmg	47.9816046	10.893563	579
87719 Mindelheim	sbs195min	48.561415	10.4311033	580
87724 Ottobeuren	sbs222oto	47.9377462	10.2469488	581
87730 Gr�nenbach	sbs234gro	47.8780435	10.2040512	582
87733 Markt Rettenbach	sbs223mre	47.9475467	10.3222253	583
87733 Mussenhausen	sbs208mus	47.9892508	10.4318335	584
87736 B�hen	sbs235boh	47.8837597	10.2813095	585
87739 Breitenbrunn	sbs179btb	48.1304567	10.3271377	586
87740 Buxheim	sbs204bux	47.9875611	10.989145	587
87742 Dirlewang	sbs209dlw	47.9949775	10.4283438	588
87746 Daxberg	sbs193dax	48.591458	10.3157979	589
87751 Heimertingen	sbs190hei	48.44084	10.135307	590
87754 Kammlach	sbs194kam	48.484121	10.367562	591
87755 Olgishofen	sbs163olg	48.1616668	10.2879014	592
87757 Kirchheim	sbs165kih	48.1842162	10.4144393	593
87758 Kronburg	sbs218kro	47.9042953	10.805828	594
87761 Lauben	sbs192lau	48.685165	10.2479496	596
87764 Legau	sbs233leg	47.8603428	10.736467	597
87766 Memmingerberg	sbs206mmb	47.992246	10.2045909	598
87767 Niederrieden	sbs191nir	48.607505	10.1656185	599
87770 Dietershofen	sbs178dih	48.1052842	10.3120747	600
87775 Salgen	sbs180sal	48.1288004	10.4152617	601
87784 Westerheim	sbs207wsh	48.19288	10.2233263	602
87785 Winterrieden	sbs177wir	48.1201565	10.1813655	603
87789 Woringen	sbs220wor	47.9269413	10.1637595	604
88131 Lindau (Bodensee)	tir003lin	47.566709	9.6188492	605
88131 Oberreitnau	ssa011obr	47.5929866	9.6664182	606
88145 Opfenbach	ssa012opf	47.6411343	9.7889137	607
88149 Nonnenhorn	ssa010non	47.5815624	9.6122826	608
88167 Ebratshofen	ssa004ebr	47.6181878	10.330412	609
88167 Stiefenhofen	tir013sti	47.5867992	9.9773415	610
88171 Weiler	ssa014wel	47.5793449	9.8492962	611
88178 Heimenkirch	ssa007hek	47.635849	9.8660535	612
89231 Neu-Ulm	sbs109nul	48.3784117	9.972317	613
89232 Pfuhl	sbs091pfl	48.408827	10.27323	614
89233 Reutti	sbs110reu	48.3614545	10.638442	615
89233 Steinheim	sbs093sth	48.399351	10.1012539	616
89250 Wullenstetten	sbs127wll	48.3189937	10.620505	617
89257 Illertissen	sbs145ilt	48.226053	10.397348	618
89261 Altenstadt (an der Iller)	sbs161alt	48.1581598	10.1267218	619
89264 Ober-/Unterreichenbach	sbs129ore	48.3091334	10.199027	620
89269 Illerberg	sbs128ilb	48.2921054	10.963941	621
89275 Oberelchingen	sbs092oel	48.4491546	10.72123	622
89284 Beuren	sbs111beu	48.3580252	10.1827789	623
89290 Obenhausen	sbs146ohs	48.2364489	10.1667107	624
89293 Kellm�nz	sbs176kmz	48.127798	10.991854	625
89294 Oberroth	sbs162oro	48.1686364	10.1623655	626
89312 Deffingen	sbs097def	48.4350861	10.2921058	627
89312 G�nzburg	sbs096gun	48.469059	10.2112673	628
89312 Riedhausen	sbs079rih	48.5101688	10.2521694	629
89331 Unter-/Oberkn�ringen	sbs098kno	48.430414	10.3908472	630
89335 Ettenbeuren	sbs114ett	48.3729845	10.356743	631
89335 Ichenhausen	sbs113ich	48.3725082	10.2432005	632
89335 Rieden an der K�tz	sbs112rik	48.3849093	10.248822	633
89340 Leipheim	sbs095lgp	48.4465916	10.1188848	634
89343 Freihalden	sbs116fhd	48.3854297	10.4910111	635
89346 Echlishausen	sbs094elh	48.428731	10.1830278	636
89349 Burtenbach	sbs115bur	48.3488742	10.418451	637
89352 Roggenburg	sbs130rog	48.3274068	10.268762	638
89352 Stoffenried	sbs131sto	48.316312	10.2904224	639
89353 Gl�tt	sbs081glo	48.5052781	10.4571859	640
89362 Offingen	sbs080off	48.4808721	10.3321564	641
89365 R�fingen	sbs099rof	48.4276381	10.4459128	642
89407 Dillingen	sbs070dlg	48.5771748	10.4643983	643
89407 Kicklingen	sbs071kik	48.5700677	10.5855459	644
89420 H�chst�dt	sbs060hoc	48.6355677	10.5016123	645
89423 Gundelfingen	sbs069gun	48.5296679	10.2704908	646
89426 Bergheim	sbs059ber	48.6350685	10.4513776	647
89428 Altenberg	sbs056alb	48.6605935	10.3104313	648
89428 Staufen	sbs043stf	48.6595883	10.276145	649
89429 Bachhagel	sbs057bah	48.627911	10.3015509	650
89437 Unterbechingen	sbs058ube	48.6156874	10.352034	651
89440 Unterliezheim	sbs046uli	48.6846336	10.5405867	652
89443 Gremheim	sbs061gre	48.6365056	10.6415215	653
89446 Ziertheim	sbs044zir	48.6625262	10.3302053	654
89561 Demmingen	sbs045dem	48.6783143	10.4267311	655
90427 Gro�gr�ndlach	smf042gru	49.5030318	10.9654839	656
90475 Brunn	smf075bru	49.4251396	11.2480684	657
90518 Rasch	smf093ras	49.3678291	11.3702115	658
90518 R�thenbach/St	smf091rob	49.4012407	11.3347719	659
90522 Oberasbach	smf072oas	49.4235725	10.9336719	660
90530 Kleinschwarzenlohe	smf090kls	49.3473763	11.1044596	661
90542 Eckental	smf027eck	49.5855404	11.18094	662
90552 Haimendorf	smf060hai	49.4713925	11.2854989	663
90559 Burgthann	smf092bth	49.3370851	11.2579323	666
90559 Unterferrieden		49.3250234	11.3016612	667
90574 Ro�tal	smf071ros	49.3882141	10.8197299	668
90579 Langenzenn	smf054lan	49.4888974	10.7139869	669
90584 Ebenried	smf120ebr	49.2182366	11.2848919	670
90587 Obermichelbach	smf040omb	49.5212275	10.8481665	671
90596 Schwand	smf105swa	49.3033032	11.1074862	672
90599 Dietenhofen	smf069dit	49.3979721	10.6141473	673
90599 Ebersdorf	smf068ebe	49.4125009	10.6452986	674
90602 Pyrbaum/Pruppach	sno280pyr	49.2817484	11.2325308	675
90613 Vincenzenbronn	smf070vin	49.4140457	10.8155177	676
90617 Puschendorf	smf039pus	49.524629	10.8086749	677
90619 Trautskirchen	smf052trk	49.4645155	10.541233	678
91052 Erlangen	smf026erl	49.5864045	10.9962563	679
91056 Dechsendorf	smf025dex	49.629157	10.9346773	680
91056 H�ttendorf	smf041hud	49.5415226	10.955986	681
91077 Hetzles	sno164het	49.6229386	11.718883	682
91077 R�dlas	sno156roe	49.6359277	11.1791761	683
91083 Baiersdorf	smf014bai	49.6580236	10.990074	684
91090 Effeltrich	sno162eff	49.6639022	11.708129	685
91097 Oberreichenbach	smf024orb	49.5929855	10.7550463	686
91126 Kammerstein	smf104kam	49.3195752	10.9383593	687
91154 Belmbrach	smf118bel	49.2299578	11.958109	688
91161 Heuberg	smf119heu	49.2070264	11.1900536	689
91161 Hofstetten	smf131hof	49.1796444	11.1633818	690
91161 Lay	smf132lay	49.1499312	11.2703134	691
91166 Mauk	smf130mau	49.1689656	11.638995	692
91171 Esselberg		49.386335	11.2669271	693
91171 Kaising		49.405127	11.3947195	694
91174 F�nfbronn	smf128fuf	49.1690259	10.8719622	695
91174 Mosbach	smf129mos	49.1872381	10.9661068	696
91177 Alfershausen	smf144alh	49.1064139	11.1781097	697
91177 M�ssing	smf145uma	49.1014441	11.1572768	698
91180 Laibstadt	smf143lai	49.1004217	11.1293279	699
91183 Abenberg	smf117abe	49.2336434	10.8599018	700
91183 Wassermungenau	smf116was	49.217435	10.8779732	701
91189 Regelsbach	smf089reg	49.3692083	10.9425979	702
91207 Simonshofen	smf044sim	49.5498664	11.2624261	704
91207 Tauchersreuth	smf043tau	49.5454427	11.2055943	705
91220 Hinterhof	smf073hin	49.5890452	11.2744928	706
91224 Heldmannsberg	smf063hel	49.4653568	11.5589031	707
91230 Happurg	smf062hap	49.4657075	11.4263004	708
91235 Velden	smf030vel	49.6026667	11.4323613	709
91236 Alfeld	smf077alf	49.4332725	11.4967725	710
91238 Engelthal	smf061eng	49.4557529	11.3482443	711
91238 Kucha	smf076kuc	49.4318411	11.4127056	712
91241 Kirchensittenbach	smf045kir	49.5715277	11.3501952	713
91245 H�ttenbach	smf028hub	49.6080529	11.3222737	714
91245 Strahlenfels	smf029str	49.6520941	11.3653932	715
91247 Vorra	smf046vor	49.5562867	11.4184808	716
91257 Bronn	sno091bro	49.7264642	11.4592128	717
91257 B�chenbach	sno088bue	49.7966181	11.5108965	718
91257 Troschenreuth	sno089tro	49.7664587	11.5988673	719
91275 Michelfeld	sno031mic	49.7045109	11.5741373	720
91275 Nitzlbuch	sno034nit	49.6746639	11.6485565	721
91275 Ranna/H�fen	sno033ran	49.6535325	11.5679422	722
91278 K�hlenfels	sno090kue	49.7368457	11.411905	723
91278 T�chersfeld	sno087tue	49.7862872	11.3559649	724
91281 Neuzirkendorf	sno244neu	49.7495002	11.6613287	726
91281 Thurndorf	sno238thu	49.7711751	11.6507354	727
91282 Stierberg	sno092sti	49.6796368	11.3832314	728
91284 Neuhaus	smf031neu	49.6212051	11.4759164	729
91287 Plech	sno093ple	49.675983	11.4304874	730
91320 Gasseldorf	sno154gas	49.7990593	11.1969886	731
91322 Gr�fenberg	sno163gra	49.6638044	11.1687632	732
91325 Uttstadt	smf007utt	49.717563	10.899059	733
91330 Rettern	sno159ret	49.7555266	11.97222	734
91330 Weigelshofen	sno157wei	49.7875825	11.872316	735
91332 Heiligenstadt	sno043hei	49.8786585	11.837568	736
91336 Oesdorf	sno158oes	49.7076029	10.9729103	737
91341 R�ttenbach	smf013rot	49.6549092	10.9172884	738
91344 Waischenfeld	sno082wai	49.8408516	11.2632429	739
91346 Muggendorf	sno155mug	49.8032846	11.2545526	740
91347 Hochstahl	sno068hoc	49.8834599	11.2650837	741
91349 Egloffstein	sno161egl	49.7132902	11.2238564	742
91350 Gremsdorf	smf012grm	49.6844297	10.8148569	743
91356 Kirchehrenbach	sno160kir	49.7333134	11.1368869	744
91413 Schellert	smf037sel	49.5411719	10.6178781	745
91438 Oberntief	smf035obt	49.5359109	10.3802408	746
91438 Windsheim	smf050bwh	49.5069712	10.4041994	747
91448 Emskirchen	smf038ems	49.5527387	10.6635859	748
91452 Wilhermsdorf	smf053whd	49.4690554	10.6502564	749
91456 Diespeck	smf021stu	49.5988541	10.5523658	750
91465 Ergersheim	smf034erg	49.5160495	10.2703074	752
91466 Birnbaum	smf023bir	49.6264463	10.7152856	753
91472 Ipsheim	smf036ips	49.5343067	10.4403493	754
91474 Langenfeld	smf020laf	49.6142073	10.4768899	755
91478 Ulsenheim	smf018uls	49.5587489	10.2931649	756
91480 Frankfurt	smf009fra	49.6810219	10.5218715	757
91481 M�nchsteinach	smf010mun	49.653585	10.5238638	758
91483 Oberambach	smf008oam	49.6894447	10.4136712	759
91483 Oberscheinfeld	smf001osf	49.7149554	10.3694528	760
91484 Sugenheim (=Deutenheim)	smf019deu	49.5867482	10.4147382	761
91486 Uehlfeld	smf011ulf	49.6669985	10.6345588	762
91522 Dornberg	smf098dor	49.3074262	10.4985513	763
91541 Brundorf	smf078bru	49.3681871	10.1376186	765
91550 Segringen	smf146seg	49.597721	10.2871402	766
91555 Breitenau	smf108brt	49.2102713	10.2576916	767
91555 Breitenthann (=Dorfg�tingen)	smf109dog	49.2147786	10.298361	768
91555 Lotterhof	smf123lot	49.1868954	10.2471312	769
91555 Oberahorn	smf122oah	49.1786235	10.400761	770
91560 Heilsbronn	smf086hei	49.3463442	10.7236213	771
91572 Kleinried	smf125klr	49.1911211	10.5814909	774
91575 Leipersloh	smf103lei	49.2569678	10.8881643	775
91575 Windsbach	smf102wib	49.2577009	10.7568698	776
91578 Leutershausen	smf097leu	49.2959028	10.3344373	777
91583 Diebach	smf095dib	49.2937038	10.1900514	778
91586 Lichtenau (=Gotzendorf)	smf101got	49.2758715	10.6744638	779
91589 Aurach	smf110aur	49.2408714	10.3225283	781
91590 Wustendorf	smf085wus	49.3382112	10.6810433	782
91592 Traisdorf	smf096tra	49.3044736	10.300102	783
91593 Burgbernheim	smf049bgb	49.4608434	10.2552209	784
91595 Burgoberbach	smf113bob	49.2215618	10.5521565	785
91598 Colmberg	smf082col	49.3686431	10.3396519	786
91604 Flachslanden	smf067fla	49.407924	10.4502793	787
91607 Gebsattel	smf080geb	49.3416811	10.1879249	788
91608 Geslau	smf081ges	49.3624276	10.2760544	789
91611 Lehrberg	smf083leh	49.3569432	10.4272463	790
91614 M�nchsroth	smf147mon	49.250525	10.318004	791
91617 Oberdachstetten	smf066ods	49.4089345	10.402848	792
91619 Obernzenn	smf051obz	49.449324	10.4182234	793
91620 Ohrenbach	smf048ohr	49.4674395	10.183823	794
91623 Sachsen	smf100sax	49.2854201	10.6202955	795
91625 Schnelldorf (=Gailroth)	smf107gai	49.2300831	10.1264721	796
91626 Schopfloch	smf133spf	49.1138418	10.2644335	797
91628 Gattenhofen	smf064gat	49.417206	10.193628	798
91629 Petersdorf	smf084pet	49.3594567	10.6496397	799
91631 Wettringen	smf094wet	49.2590942	10.1284089	800
91632 Wieseth	smf124wie	49.1705663	10.4382174	801
91635 Windelsbach (=Hornau)	smf065hor	49.4137025	10.3142108	802
91639 Wolframs-Eschenbach	smf114wol	49.220441	10.6656628	803
91717 Geilsheim	smf149gei	49.315052	10.6433098	806
91719 Hechlingen	sbs004hec	48.977587	10.7251808	807
91720 Absberg	smf141abs	49.1579058	10.8295855	808
91725 Ehingen	smf136ehi	49.941542	10.4758633	810
91726 Gerolfingen	smf148ger	49.481364	10.4777675	811
91728 Gnotzheim	smf150gnz	49.539769	10.6743405	812
91731 Ammelbruch	smf135aml	49.961044	10.4624461	813
91734 Mitteleschenbach	smf115mit	49.2133816	10.7656254	814
91737 Ornbau	smf126orn	49.1739283	10.618978	815
91738 Pfofeld	smf140pfo	49.1141968	10.8317195	816
91743 Unterschwaningen	smf137usw	49.940949	10.5841325	817
91747 Westheim	smf159wsm	49.31714	10.6020668	818
91757 Dietfurt	sbs014dft	48.9432323	10.9275514	819
91757 M�hren	sbs013mor	48.9357446	10.8701732	820
91757 Windischhausen	smf161win	48.9705139	10.8333519	821
91781 Dettenheim	sbs006det	48.9854365	10.9421794	822
91781 Niederhofen	smf155nie	49.409605	11.241705	823
91785 Pleinfeld	smf142ple	49.1204722	10.9146429	824
91788 Bieswang	sbs015bwg	48.9292387	11.344925	825
91790 Raitenbuch	sbs007rai	49.256294	11.562248	826
91795 Obereichst�tt	sbs024oei	48.8911256	11.1252819	828
91799 Langenaltheim	sbs022lah	48.8919497	10.8437203	829
91801 Markt Berolzheim	sbs005mbe	49.7119	10.8003894	830
91802 Meinheim	smf151mei	49.22624	10.7718949	831
91804 M�rnsheim	sbs023moh	48.8540222	10.9609324	832
91805 D�ckingen	sbs012dok	48.933708	10.752204	833
91809 Biesenhard	sbs034bid	48.821854	11.1380519	834
91809 Wellheim	sbs033wlm	48.8182032	11.677945	835
92204 Amberg	sno004amb	49.4543109	11.7755523	836
92242 Hirschau	sno020hir	49.5522187	11.8646679	837
92242 Massenricht	sno014mas	49.5964451	11.9463604	838
92249 Langenbruck	sno032lan	49.642887	11.7893782	839
92249 Wickenricht/Oberwei�enbach	sno037wic	49.6054996	11.7372756	840
92253 Holzhammer	sno021hol	49.5491151	12.564266	841
92253 Sitzambuch	sno024sit	49.5184383	12.363506	842
92256 Hahnbach	sno018hah	49.5388122	11.7367368	843
92259 R�ckenricht	sno017roe	49.529686	11.677879	844
92260 Ammerthal	sno005amm	49.442225	11.7307099	845
92262 Poppberg	sno025pop	49.4110394	11.589174	846
92266 Wolfsbach/ Thanheim	sno011wol	49.3662917	11.9077966	847
92269 D�rnsricht		49.4014665	12.631403	848
92271 Seugast	sno013seu	49.6022766	11.8834372	849
92271 Tanzfleck	sno035tan	49.6377259	11.8987046	850
92272 Freudenberg	sno006fre	49.4640329	11.8873509	853
92272 Hiltersdorf	sno008hil	49.4271632	11.9249635	854
92274 Gebenbach	sno019geb	49.5505419	11.8418695	855
92275 Eschenfelden	sno015esc	49.5801501	11.6114605	856
92275 Hirschbach/Schmidtstadt	sno016hir	49.5716923	11.5473429	857
92277 Egelsheim	sno001ege	49.3106921	11.8509392	858
92278 Bachetsfeld	sno022bac	49.4899537	11.6481071	859
92278 Illschwang	sno026ill	49.4548134	11.6236159	860
92281 K�nigstein	sno036koe	49.6007778	11.6182415	863
92283 Gebertshofen	sno275geb	49.4074199	11.5431781	864
92283 Traunfeld	sno273tra	49.4131629	11.4717483	865
92286 Vilshofen	sno003vil	49.2970794	11.9418599	867
92287 Emhof	sno030emh	49.2384614	11.9261251	868
92289 Garsdorf	sno007gar	49.3720684	11.8265401	869
92289 Hausen	sno029hau	49.3523428	11.7590138	870
92331 Darshofen	sno288dar	49.1702786	11.6872989	871
92331 H�rmannsdorf	sno294hoe	49.2087778	11.7497936	872
92331 Lupburg	sno289lup	49.163045	11.6606617	873
92334 Berching	sno274ber	49.1248945	11.3943576	874
92334 Raitenbuch	sno277rai	49.830991	11.5156217	875
92339 Amtmannsdorf	sob007amt	48.9979672	11.5295681	876
92339 Aschbuch	sob006abu	48.9772128	11.4840183	877
92339 Kevenhuell	sob002kev	49.582407	11.5068685	878
92342 Burggriesbach	sno271bur	49.1269815	11.3577649	879
92345 Dietfurt an der Altm�hl	sno297die	49.241348	11.4562984	880
92348 St�ckelsberg	sno276sto	49.384251	11.4338157	881
92355 Albertshofen	sno287alb	49.3000896	11.6850115	883
92355 Velburg	sno293vel	49.2634604	11.5306705	884
92358 Schnufenhofen	sno286sch	49.1509919	11.5928637	885
92360 Kruppach	sno296kru	49.1859342	11.3922039	886
92360 M�hlhausen	sno284mue	49.1768843	11.3980335	887
92361 Berngau	sno290ber	49.2551414	11.3155558	888
92363 Breitenbrunn	sno278bre	49.915962	11.5539203	889
92364 Deining	sno292dei	49.2140364	11.4670877	890
92366 Hohenfels	sno295hoh	49.2254216	11.7154765	891
92367 Dietkirchen	sno285die	49.291937	11.5821205	892
92369 Sengenthal	sno291sen	49.2204368	11.4113235	893
92431 Eixendorf	sno361eix	49.357185	12.4455873	894
92431 Katzdorf	sno365kat	49.3516508	12.3604277	895
92436 Sollbach	sno267sol	49.2358738	12.322909	896
92442 Wackersdorf	sno339wac	49.3158617	12.1226493	897
92444 Heinrichskirchen	sno097hei	49.3984623	12.5229171	898
92444 R�tz	sno100roe	49.3533467	12.4628979	899
92445 Neukirchen-Balbini	sno363neu	49.2907715	12.3506638	900
92447 Schwarzhofen	sno360sch	49.3824146	12.2633389	901
92447 Zangenstein	sno356zan	49.3971526	12.3029373	902
92507 Nabburg	sno346nab	49.4507916	12.1076548	903
92526 Lind	sno350lin	49.4642904	12.4647729	904
92536 Pamsendorf/Fuchsendorf	sno347pam	49.4940164	12.2703458	908
92539 Sch�nsee	sno351sch	49.5105553	12.4864069	909
92543 Guteneck/Pischdorf	sno355gut	49.4602559	12.3026025	910
92551 Stulln	sno354stu	49.4179595	12.974444	913
92552 Wildstein	sno343wil	49.5242701	12.4142286	914
92554 Kulz	sno357kul	49.4059509	12.4545899	915
92555 Trausnitz	sno342tra	49.5318089	12.22437	916
92648 Roggenstein	sno258rog	49.6421783	12.2619011	919
92665 Klobenreuth	sno251klo	49.7581303	12.1329736	921
92670 Bernstein	sno237ber	49.8366482	12.1485946	922
92670 Windischeschenbach	sno243win	49.8167597	12.847049	923
92676 Eschenbach	sno246esc	49.7432003	11.7927968	924
92676 Speinshart	sno240spe	49.7996667	11.7514977	925
92685 Schlattein	sno252sch	49.759212	12.273149	926
92693 Eslarn	sno269esl	49.5817737	12.4519169	928
92697 Georgenberg	sno254geo	49.7000989	12.3392868	929
92697 Waldkirch	sno253wal	49.7249425	12.379931	930
92700 Kaltenbrunn	sno255kal	49.6559714	11.9354573	931
92702 Hannersgr�n	sno263han	49.5995278	12.39912	932
92705 Leuchtenberg	sno265leu	49.5842565	12.1916791	933
92706 Luhe	sno264luh	49.5830483	12.1339442	934
92708 Mantel	sno256man	49.6561588	11.9940304	935
92709 Moosbach	sno268moo	49.5735567	12.3507312	936
92711 Parkstein	sno249par	49.7359058	11.9913743	938
92714 Miesbrunn	sno261mie	49.6542423	12.426186	939
92718 Schirmitz	sno257sch	49.6512719	12.1607273	940
92723 Gleiritsch	sno349gle	49.5028092	12.3019401	941
92724 Zessau/Weihersberg	sno241zes	49.7934241	11.9171309	943
92727 Ottenrieth	sno260ott	49.6828406	12.3053291	945
93077 Peising	snb039pei	48.9208967	12.529518	947
93080 Neudorf	sno322neu	48.9581835	12.1056013	948
93086 Weihern	sno320wei	49.270382	12.4554072	949
93092 Barbing	sno317bar	48.9999414	12.1942238	950
93093 Sulzbach an der Donau	sno318sul	49.293285	12.2359102	951
93096 K�fering	sno323koe	48.9377423	12.1640674	952
93098 Mintraching	sno324min	48.9461255	12.1916693	953
93098 Moosham	sno328moo	48.9253755	12.2665313	954
93099 Sch�nach	sno330sch	48.9117745	12.4154617	955
93101 Pfakofen	sno332pfa	48.8618942	12.1895915	956
93102 Geisling	sno325gei	48.9714986	12.3169032	957
93102 Herfurt/Gm�nd	sno326her	48.9599741	12.2963113	958
93104 Riekofen	sno329rie	48.9179091	12.2986233	959
